Name,Domain count,rdap_url,Gateway_Provider
OregonEU.com LLC,2135.0,rdap.networksolutions.com,
"SNAPNAMES 12, LLC",2134.0,rdap.networksolutions.com,
"Whiteglove Domains, LLC",2133.0,rdap.networksolutions.com,
DropCatch.com 662 LLC,2131.0,rdap.namebright.com,
DropCatch.com 746 LLC,2129.0,rdap.namebright.com,
"SNAPNAMES 48, LLC",2128.0,rdap.networksolutions.com,
FrontStreetDomains.com LLC,2123.0,rdap.networksolutions.com,
Interlakenames.com LLC,2123.0,rdap.networksolutions.com,
DropCatch.com 807 LLC,2122.0,rdap.namebright.com,
Domainstreetdirect.com LLC,2122.0,rdap.networksolutions.com,
DomainSprouts.com LLC,2117.0,rdap.networksolutions.com,
DropCatch.com 768 LLC,2114.0,rdap.namebright.com,
The Domains LLC,2113.0,rdap.networksolutions.com,
"Namezero, LLC",2111.0,EIG.rdap.tucows.com,Tucows
"PacificDomains, LLC",2109.0,rdap.networksolutions.com,
"SNAPNAMES 9, LLC",2109.0,rdap.networksolutions.com,
Snoqulamiedomains.com LLC,2109.0,rdap.networksolutions.com,
"Nameselite, LLC",2107.0,rdap.networksolutions.com,
GateKeeperDomains.net LLC,2105.0,rdap.networksolutions.com,
DropCatch.com 752 LLC,2100.0,rdap.namebright.com,
DropCatch.com 971 LLC,2100.0,rdap.namebright.com,
Domainraker.net LLC,2100.0,rdap.networksolutions.com,
EunamesOregon.com LLC,2100.0,rdap.networksolutions.com,
DropCatch.com 976 LLC,2099.0,rdap.namebright.com,
Domain Source LLC,2099.0,rdap.networksolutions.com,
"SNAPNAMES 28, LLC",2098.0,rdap.networksolutions.com,
DropCatch.com 804 LLC,2097.0,rdap.namebright.com,
Aquila Domains LLC,2097.0,rdap.networksolutions.com,
"Imperial Registrations, Inc.",2094.0,rdapserver.net,
DropCatch.com 747 LLC,2092.0,rdap.namebright.com,
"DropJump.com, LLC",2092.0,rdap.networksolutions.com,
"Domaining Oro, LLC",2088.0,rdap.networksolutions.com,
Gradeadomainnames.com LLC,2084.0,rdap.networksolutions.com,
DropCatch.com 974 LLC,2082.0,rdap.namebright.com,
DropCatch.com 1019 LLC,2076.0,rdap.namebright.com,
DropCatch.com 780 LLC,2076.0,rdap.namebright.com,
Freshbreweddomains.com LLC,2076.0,rdap.networksolutions.com,
DropCatch.com 968 LLC,2074.0,rdap.namebright.com,
Domainsovereigns.com LLC,2074.0,rdap.networksolutions.com,
Swordfish Domains LLC,2072.0,rdap.networksolutions.com,
YouDamain.com LLC,2072.0,rdap.networksolutions.com,
Dynadot10 LLC,2070.0,rdap.dynadot.com,
Domaininthebasket.com LLC,2069.0,rdap.networksolutions.com,
"White Rhino Domains, LLC",2069.0,rdap.networksolutions.com,
"Free Dive Domains, LLC",2068.0,rdap.networksolutions.com,
NamePal.com #8011,2067.0,rdap.networksolutions.com,
Domaintimemachine.com LLC,2065.0,rdap.networksolutions.com,
Domainjungle.net LLC,2064.0,rdap.networksolutions.com,
ZigZagNames.com LLC,2064.0,rdap.networksolutions.com,
Domainsoftheday.net LLC,2063.0,rdap.networksolutions.com,
DropCatch.com 1008 LLC,2062.0,rdap.namebright.com,
"Namesourcedomains, LLC",2060.0,rdap.networksolutions.com,
OldTownDomains.com LLC,2060.0,rdap.networksolutions.com,
Beijing Brandma International Networking Technology Ltd.,2059.0,rdap.brandma.com,
"! #1 Host Korea, LLC",2059.0,rdap.networksolutions.com,
Rainydaydomains.com LLC,2057.0,rdap.networksolutions.com,
"! #1 Host Canada, LLC",2056.0,rdap.networksolutions.com,
GoServeYourDomain.com LLC,2056.0,rdap.networksolutions.com,
"Entertainment Names, LLC",2054.0,rdap.networksolutions.com,
"Moon Shot Domains, LLC",2054.0,rdap.networksolutions.com,
Sammamishdomains.com LLC,2050.0,rdap.networksolutions.com,
Domainsofcourse.com LLC,2049.0,rdap.networksolutions.com,
Heavydomains.net LLC,2048.0,rdap.networksolutions.com,
"Lucky Elephant Domains, LLC",2048.0,rdap.networksolutions.com,
PearlNamingService.com LLC,2048.0,rdap.networksolutions.com,
Domainsoverboard.com LLC,2047.0,rdap.networksolutions.com,
Silverbackdomains.com LLC,2047.0,rdap.networksolutions.com,
"Domains of Origin, LLC
            ",2046.0,rdap.networksolutions.com,
"DomaintoOrder, LLC",2046.0,rdap.networksolutions.com,
DropCatch.com 798 LLC,2045.0,rdap.namebright.com,
NeoNIC OY,2045.0,rdap.neonic.com,
Udamain.com LLC,2045.0,rdap.networksolutions.com,
"! #1 Host China, LLC",2044.0,rdap.networksolutions.com,
"ChocolateChipDomains, LLC",2043.0,rdap.networksolutions.com,
Domain International Services Limited,2042.0,rdap.longming.net,
Skykomishdomains.com LLC,2042.0,rdap.networksolutions.com,
Slamdunk Domains LLC,2042.0,rdap.networksolutions.com,
"Domain Collage, LLC",2040.0,rdap.networksolutions.com,
DropCatch.com 767 LLC,2038.0,rdap.namebright.com,
Meganames LLC,2036.0,rdap.networksolutions.com,
"SNAPNAMES 26, LLC",2033.0,rdap.networksolutions.com,
"Glide Slope Domains, LLC",2031.0,rdap.networksolutions.com,
Soyouwantadomain.com LLC,2031.0,rdap.networksolutions.com,
DropCatch.com 755 LLC,2030.0,rdap.namebright.com,
OregonURLs.com LLC,2030.0,rdap.networksolutions.com,
Rare Gem Domains LLC,2029.0,rdap.networksolutions.com,
DropCatch.com 801 LLC,2028.0,rdap.namebright.com,
Sterling Domains LLC,2024.0,rdap.networksolutions.com,
DropCatch.com 849 LLC,2021.0,rdap.namebright.com,
Savethename.com LLC,2021.0,rdap.networksolutions.com,
Wide Left Domains LLC,2021.0,rdap.networksolutions.com,
DropCatch.com 1005 LLC,2020.0,rdap.namebright.com,
"CloudBreakDomains, LLC",2020.0,rdap.networksolutions.com,
Copper Domain Names LLC,2020.0,rdap.networksolutions.com,
"Streamline Domains, LLC",2017.0,rdap.networksolutions.com,
EuropeanConnectiononline.com LLC,2016.0,rdap.networksolutions.com,
"Shenzhen HuLianXianFeng Technology Co.,LTD",2014.0,rdap.1198.cn,
"Domain Lifestyle, LLC",2014.0,rdap.networksolutions.com,
NameSnapper LLC,2014.0,rdap.networksolutions.com,
DropCatch.com 771 LLC,2010.0,rdap.namebright.com,
Octopusdomains.net LLC,2010.0,rdap.networksolutions.com,
"Old Tyme Domains, LLC",2006.0,rdap.networksolutions.com,
Snappyregistrar.com LLC,2006.0,rdap.networksolutions.com,
DropCatch.com 1011 LLC,2004.0,rdap.namebright.com,
"Bonam Fortunam Domains, LLC",2004.0,rdap.networksolutions.com,
"DevilDogDomains.com, LLC",2004.0,rdap.networksolutions.com,
Domainyeti.com LLC,2003.0,rdap.networksolutions.com,
"EndeavourDomains, LLC",2003.0,rdap.networksolutions.com,
"AtlanticDomains, LLC",2002.0,rdap.networksolutions.com,
Namesnap LLC,2002.0,rdap.networksolutions.com,
PDXPrivateNames.com LLC,2001.0,rdap.networksolutions.com,
Deep Water Domains LLC,2000.0,rdap.networksolutions.com,
DropCatch.com 1036 LLC,1995.0,rdap.namebright.com,
"Cool Breeze Domains, LLC",1995.0,rdap.networksolutions.com,
Domainsurgeon.com LLC,1994.0,rdap.networksolutions.com,
Hawthornedomains.com LLC,1994.0,rdap.networksolutions.com,
Silver Domain Names LLC,1993.0,rdap.networksolutions.com,
FindUAName.com LLC,1992.0,rdap.networksolutions.com,
Namesaplenty LLC,1992.0,rdap.networksolutions.com,
"Eagle Eye Domains, LLC",1991.0,rdap.networksolutions.com,
"Big House Services, LLC",1989.0,rdap.networksolutions.com,
Thirdroundnames LLC,1989.0,rdap.networksolutions.com,
"SNAPNAMES 93, LLC",1987.0,rdap.networksolutions.com,
EurotrashNames.com LLC,1986.0,rdap.networksolutions.com,
"Leatherneckdomains.com, LLC",1985.0,rdap.networksolutions.com,
Namecatch LLC,1985.0,rdap.networksolutions.com,
Backstop Names LLC,1984.0,rdap.networksolutions.com,
"SNAPNAMES 82, LLC",1983.0,rdap.networksolutions.com,
"Domain Original, LLC",1981.0,rdap.networksolutions.com,
"SNAPNAMES 96, LLC",1981.0,rdap.networksolutions.com,
"DropWeek.com, LLC",1980.0,rdap.networksolutions.com,
"Free Spirit Domains, LLC",1980.0,rdap.networksolutions.com,
"Pipeline Domains, LLC",1979.0,rdap.networksolutions.com,
DropCatch.com 776 LLC,1978.0,rdap.namebright.com,
"Ethos Domains, LLC",1978.0,rdap.networksolutions.com,
DropCatch.com 1020 LLC,1977.0,rdap.namebright.com,
EUTurbo.com LLC,1977.0,rdap.networksolutions.com,
"Lemon Shark Domains, LLC",1977.0,rdap.networksolutions.com,
Name Find Source LLC,1977.0,rdap.networksolutions.com,
Goto Domains LLC,1976.0,rdap.networksolutions.com,
Domainsoftheworld.net LLC,1972.0,rdap.networksolutions.com,
Top Pick Names LLC,1972.0,rdap.networksolutions.com,
Gold Domain Names LLC,1971.0,rdap.networksolutions.com,
"Wildzebradomains, LLC",1971.0,rdap.networksolutions.com,
"SNAPNAMES 81, LLC",1969.0,rdap.networksolutions.com,
"InlandDomains, LLC",1968.0,rdap.networksolutions.com,
"SNAPNAMES 88, LLC",1968.0,rdap.networksolutions.com,
"Soaring Eagle Domains, LLC",1968.0,rdap.networksolutions.com,
"V12 Domains, LLC",1968.0,rdap.networksolutions.com,
DropCatch.com 979 LLC,1966.0,rdap.namebright.com,
"Domain Name Origin, LLC",1966.0,rdap.networksolutions.com,
"SNAPNAMES 76, LLC",1966.0,rdap.networksolutions.com,
"Soldierofonedomains.com, LLC",1966.0,rdap.networksolutions.com,
Flancrestdomains.com LLC,1965.0,rdap.networksolutions.com,
All Domains LLC,1964.0,rdap.networksolutions.com,
DomainSails.net LLC,1964.0,rdap.networksolutions.com,
"Line Drive Domains, LLC",1963.0,rdap.networksolutions.com,
"Rally Cry Domains, LLC",1963.0,rdap.networksolutions.com,
Goldenfind Domains LLC,1962.0,rdap.networksolutions.com,
Domainplace LLC,1961.0,rdap.networksolutions.com,
"NamePal.com #8004, LLC",1961.0,rdap.networksolutions.com,
"Ripcurl Domains, LLC",1961.0,rdap.networksolutions.com,
"Sugar Cube Domains, LLC",1960.0,rdap.networksolutions.com,
DropCatch.com 770 LLC,1959.0,rdap.namebright.com,
"Sourced Domains, LLC",1959.0,rdap.networksolutions.com,
"NamePal.com #8002, LLC",1958.0,rdap.networksolutions.com,
"Tiger Shark Domains, LLC",1958.0,rdap.networksolutions.com,
Sharkweek Domains LLC,1955.0,rdap.networksolutions.com,
Curveball Domains LLC,1953.0,rdap.networksolutions.com,
"NamePal.com #8001, LLC",1953.0,rdap.networksolutions.com,
"SNAPNAMES 84, LLC",1953.0,rdap.networksolutions.com,
"Riptide Domains, LLC",1952.0,rdap.networksolutions.com,
Namewinner LLC,1951.0,rdap.networksolutions.com,
"White Alligator Domains, LLC",1950.0,rdap.networksolutions.com,
DropCatch.com 818 LLC,1949.0,rdap.namebright.com,
"! #1 Host Japan, LLC",1949.0,rdap.networksolutions.com,
"SNAPNAMES 83, LLC",1949.0,rdap.networksolutions.com,
Goldmine Domains LLC,1947.0,rdap.networksolutions.com,
"Wild Bunch Domains, LLC",1947.0,rdap.networksolutions.com,
Dropcatch Auction LLC,1946.0,rdap.networksolutions.com,
"EZ Times Domains, LLC
            ",1945.0,rdap.networksolutions.com,
FindYouAName.com LLC,1945.0,rdap.networksolutions.com,
Snag Your Name LLC,1945.0,rdap.networksolutions.com,
DropCatch.com 991 LLC,1944.0,rdap.namebright.com,
Domainer Names LLC,1944.0,rdap.networksolutions.com,
Win Names LLC,1944.0,rdap.networksolutions.com,
IServeYourDomain.com LLC,1943.0,rdap.networksolutions.com,
Jumpshot Domains LLC,1942.0,rdap.networksolutions.com,
"Noteworthydomains, LLC",1941.0,rdap.networksolutions.com,
"SNAPNAMES 37, LLC",1940.0,rdap.networksolutions.com,
Snapsource LLC,1940.0,rdap.networksolutions.com,
"! #1 Host Germany, LLC",1939.0,rdap.networksolutions.com,
"Big Dipper Domains, LLC",1936.0,rdap.networksolutions.com,
"CloudNineDomain, LLC",1936.0,rdap.networksolutions.com,
"Easy Street Domains, LLC",1936.0,rdap.networksolutions.com,
"Pararescuedomains.com, LLC",1934.0,rdap.networksolutions.com,
DropCatch.com 863 LLC,1932.0,rdap.namebright.com,
"House of Domains, LLC",1932.0,rdap.networksolutions.com,
DropCatch.com 813 LLC,1931.0,rdap.namebright.com,
"Blisternet, LLC",1929.0,rdap.networksolutions.com,
Catch Domains LLC,1929.0,rdap.networksolutions.com,
Deleting Name Zone LLC,1927.0,rdap.networksolutions.com,
"SNAPNAMES 74, LLC",1927.0,rdap.networksolutions.com,
Domaindrop LLC,1925.0,rdap.networksolutions.com,
Dropcatch Marketplace LLC,1924.0,rdap.networksolutions.com,
Names On The Drop LLC,1924.0,rdap.networksolutions.com,
Long Drive Domains LLC,1923.0,rdap.networksolutions.com,
Mypreciousdomain.com LLC,1923.0,rdap.networksolutions.com,
Namestop LLC,1923.0,rdap.networksolutions.com,
"Hang Ten Domains, LLC",1921.0,rdap.networksolutions.com,
Wide Right Domains LLC,1921.0,rdap.networksolutions.com,
DropCatch.com 761 LLC,1920.0,rdap.namebright.com,
DropCatch.com 779 LLC,1920.0,rdap.namebright.com,
Name Connection Area LLC,1920.0,rdap.networksolutions.com,
Domains Etc LLC,1919.0,rdap.networksolutions.com,
"Postaldomains, LLC",1919.0,rdap.networksolutions.com,
"Fetch Registrar, LLC",1918.0,rdap.networksolutions.com,
"SNAPNAMES 21, LLC",1915.0,rdap.networksolutions.com,
"Shining Star Domains, LLC",1913.0,rdap.networksolutions.com,
"Painted Pony Names, LLC",1912.0,rdap.networksolutions.com,
"SNAPNAMES 78, LLC",1912.0,rdap.networksolutions.com,
Domain Secure LLC,1911.0,rdap.networksolutions.com,
Domain Stopover LLC,1907.0,rdap.networksolutions.com,
Domain Bazaar LLC,1904.0,rdap.networksolutions.com,
Top Shelf Domains LLC,1903.0,rdap.networksolutions.com,
Henan Weichuang Network Technology Co. Ltd.,1902.0,www.cndns.org.cn,
Slow Motion Domains LLC,1900.0,rdap.networksolutions.com,
Domain Landing Zone LLC,1898.0,rdap.networksolutions.com,
Dropcatch Landing Spot LLC,1898.0,rdap.networksolutions.com,
Bounce Pass Domains LLC,1897.0,rdap.networksolutions.com,
"Domain Ala Carte, LLC",1897.0,rdap.networksolutions.com,
Namegrab LLC,1894.0,rdap.networksolutions.com,
"SNAPNAMES 24, LLC",1894.0,rdap.networksolutions.com,
"Alethia Domains, LLC",1893.0,rdap.networksolutions.com,
Coral Reef Domains LLC,1891.0,rdap.networksolutions.com,
"Traffic Names, LLC",1890.0,rdap.networksolutions.com,
Turbonames LLC,1889.0,rdap.networksolutions.com,
"DropExtra.com, LLC",1884.0,rdap.networksolutions.com,
Top Tier Domains LLC,1884.0,rdap.networksolutions.com,
"Anessia, LLC",1881.0,rdap.networksolutions.com,
Catch Deleting Names LLC,1881.0,rdap.networksolutions.com,
"SNAPNAMES 80, LLC",1879.0,rdap.networksolutions.com,
Millennial Names LLC,1873.0,rdap.networksolutions.com,
"SQUIDSAILERDOMAINS.COM, LLC",1873.0,rdap.networksolutions.com,
"SNAPNAMES 4, LLC",1872.0,rdap.networksolutions.com,
"SNAPNAMES 71, LLC",1871.0,rdap.networksolutions.com,
"SNAPNAMES 63, LLC",1870.0,rdap.networksolutions.com,
"SNAPNAMES 91, LLC",1870.0,rdap.networksolutions.com,
"SNAPNAMES 66, LLC",1868.0,rdap.networksolutions.com,
"SNAPNAMES 97, LLC",1867.0,rdap.networksolutions.com,
"SNAPNAMES 25, LLC",1866.0,rdap.networksolutions.com,
"Afterdark Domains, LLC",1865.0,rdap.networksolutions.com,
"SNAPNAMES 72, LLC",1863.0,rdap.networksolutions.com,
"Extra Threads, LLC",1862.0,rdap.networksolutions.com,
"SNAPNAMES 73, LLC",1862.0,rdap.networksolutions.com,
"NamePal.com #8008, LLC",1861.0,rdap.networksolutions.com,
"SNAPNAMES 20, LLC",1860.0,rdap.networksolutions.com,
"SNAPNAMES 70, LLC",1859.0,rdap.networksolutions.com,
Your Domain LLC,1859.0,rdap.networksolutions.com,
"DropHub.com, LLC",1858.0,rdap.networksolutions.com,
"SNAPNAMES 6, LLC",1858.0,rdap.networksolutions.com,
Circle of Domains LLC,1857.0,rdap.networksolutions.com,
"SNAPNAMES 62, LLC",1857.0,rdap.networksolutions.com,
Threepoint Domains LLC,1855.0,rdap.networksolutions.com,
"SNAPNAMES 61, LLC",1854.0,rdap.networksolutions.com,
Victorynames LLC,1854.0,rdap.networksolutions.com,
DropCatch.com 791 LLC,1852.0,rdap.namebright.com,
"DropFall.com, LLC",1852.0,rdap.networksolutions.com,
"Internet Internal Affairs, LLC",1852.0,rdap.networksolutions.com,
"Kingdomains, LLC",1849.0,rdap.networksolutions.com,
"Nom Infinitum, LLC",1849.0,rdap.networksolutions.com,
"SNAPNAMES 22, LLC",1849.0,rdap.networksolutions.com,
"Domain Rouge, LLC",1848.0,rdap.networksolutions.com,
Domaincircle LLC,1847.0,rdap.networksolutions.com,
"DropWalk.com, LLC",1846.0,rdap.networksolutions.com,
"AsiaDomains, LLC",1844.0,rdap.networksolutions.com,
"Nerd Names, LLC",1844.0,rdap.networksolutions.com,
"Travel Domains, LLC",1844.0,rdap.networksolutions.com,
AFRIREGISTER S.A.,1842.0,rdap.afriregister.africa,
Domain Grabber LLC,1842.0,rdap.networksolutions.com,
"Magnate Domains, LLC",1842.0,rdap.networksolutions.com,
"SNAPNAMES 64, LLC",1841.0,rdap.networksolutions.com,
"SNAPNAMES 79, LLC",1840.0,rdap.networksolutions.com,
Domainsareforever.net LLC,1831.0,rdap.networksolutions.com,
"SNAPNAMES 75, LLC",1831.0,rdap.networksolutions.com,
"SNAPNAMES 68, LLC",1829.0,rdap.networksolutions.com,
"Magnolia Domains, LLC",1826.0,rdap.networksolutions.com,
"SBSNames, LLC",1826.0,rdap.networksolutions.com,
"New Order Domains, LLC",1822.0,rdap.networksolutions.com,
"DropSave.com, LLC",1821.0,rdap.networksolutions.com,
"SNAPNAMES 30, LLC",1817.0,rdap.networksolutions.com,
"Samjung Data Service Co., Ltd",1815.0,api.directdomain.co.kr,
"SNAPNAMES 13, LLC",1814.0,rdap.networksolutions.com,
"Arab Internet Names, LLC",1811.0,rdap.networksolutions.com,
"Domainnovations, LLC",1807.0,rdap.networksolutions.com,
"SNAPNAMES 85, LLC",1807.0,rdap.networksolutions.com,
Domainshop LLC,1804.0,rdap.networksolutions.com,
Domainsnapper LLC,1803.0,rdap.networksolutions.com,
"Private Domains, LLC",1802.0,rdap.networksolutions.com,
DropCatch.com 1007 LLC,1799.0,rdap.namebright.com,
"One Putt, LLC",1799.0,rdap.networksolutions.com,
"SNAPNAMES 67, LLC",1798.0,rdap.networksolutions.com,
Active Market Domains LLC,1797.0,rdap.networksolutions.com,
"SNAPNAMES 77, LLC",1797.0,rdap.networksolutions.com,
"Sicherregister, LLC",1793.0,rdap.networksolutions.com,
DropCatch.com 1034 LLC,1792.0,rdap.namebright.com,
DropCatch.com 1002 LLC,1788.0,rdap.namebright.com,
Australe Domains LLC,1787.0,rdap.networksolutions.com,
"Fushi Tarazu, LLC",1787.0,rdap.networksolutions.com,
"SNAPNAMES 8, LLC",1785.0,rdap.networksolutions.com,
"DanCue, LLC",1781.0,rdap.networksolutions.com,
DropCatch.com 1035 LLC,1778.0,rdap.namebright.com,
DropCatch.com 975 LLC,1776.0,rdap.namebright.com,
"SNAPNAMES 17, LLC",1776.0,rdap.networksolutions.com,
"SNAPNAMES 5, LLC",1776.0,rdap.networksolutions.com,
DropCatch.com 758 LLC,1775.0,rdap.namebright.com,
"SNAPNAMES 3, LLC",1773.0,rdap.networksolutions.com,
"SNAPNAMES 95, LLC",1773.0,rdap.networksolutions.com,
"Dagnabit, LLC",1766.0,rdap.networksolutions.com,
Layup Domains LLC,1763.0,rdap.networksolutions.com,
"SNAPNAMES 69, LLC",1762.0,rdap.networksolutions.com,
"EmpireStateDomains, LLC",1758.0,rdap.networksolutions.com,
"SouthNames, LLC",1757.0,rdap.networksolutions.com,
"NamePal.com #8017, LLC",1754.0,rdap.networksolutions.com,
"SNAPNAMES 15, LLC",1754.0,rdap.networksolutions.com,
"SNAPNAMES 16, LLC",1750.0,rdap.networksolutions.com,
"SNAPNAMES 65, LLC",1749.0,rdap.networksolutions.com,
"Dropoutlet, LLC",1745.0,rdap.networksolutions.com,
DotAlliance Inc.,1739.0,rdap.dotalliance.com,
"SNAPNAMES 92, LLC",1738.0,rdap.networksolutions.com,
"SNAPNAMES 86, LLC",1734.0,rdap.networksolutions.com,
Aconcagua Domains LLC,1730.0,rdap.networksolutions.com,
"Small Business Names And Certs, LLC",1730.0,rdap.networksolutions.com,
"BraveNames, LLC",1729.0,rdap.networksolutions.com,
Adriatic Domains LLC,1709.0,rdap.networksolutions.com,
Draftpick Domains LLC,1709.0,rdap.networksolutions.com,
DropCatch.com 847 LLC,1680.0,rdap.namebright.com,
Abbey Road Domains LLC,1671.0,rdap.networksolutions.com,
DNS Africa Ltd,1668.0,rdap.dns.business,
PortlandNames.com LLC,1649.0,rdap.networksolutions.com,
Alboran Domains LLC,1551.0,rdap.networksolutions.com,
"Address Creation, LLC",1528.0,EIG.rdap.tucows.com,Tucows
Alpha Beta Domains LLC,1524.0,rdap.networksolutions.com,
Annapurna Domains LLC,1523.0,rdap.networksolutions.com,
MainReg Inc.,1395.0,rdapserver.net,
Abu-Ghazaleh Intellectual Property dba TAGIdomains.com,1241.0,tagidomains.com,
"Domdrill.com, LLC",1186.0,rdapserver.net,
"Crystal Coal, LLC",1182.0,rdapserver.net,
NEEN S.p.A.,1171.0,rdapserver.net,
"Commerce Island, LLC",1156.0,rdapserver.net,
Rabbitsfoot.com LLC d/b/a Oxygen.nyc,1136.0,whois.oxygen.nyc,
"Kaunas University of Technology, Department of Information Technologies dba Domreg.lt",1093.0,rdap.domains.lt,
"Click Registrar, LLC dba publicdomainregistry.com",1067.0,rdapserver.net,
"Curious Net, LLC",1065.0,rdapserver.net,
Brandma.co Limited,1061.0,rdap.brandma.co,
"Domain Guardians, Inc.",1004.0,rdap.domainguardians.com,
Gabia C&S,982.0,rdap.gabiadns.com,
"Rank USA, LLC",971.0,rdapserver.net,
Edomains LLC,970.0,rdapserver.net,
"Desert Devil, LLC",958.0,rdapserver.net,
WIXI Incorporated,953.0,rdap.dnpilot.com,
"Akamai Technologies, Inc.",948.0,rdap.akamai.com,
"ChinaNet Technology (SuZhou) CO., LTD",887.0,rdap.chinanet.cc,
TWT S.p.A.,870.0,rdap.1api.net,
"Register Names, LLC",863.0,EIG.rdap.tucows.com,Tucows
"Ekados, Inc., d/b/a groundregistry.com",851.0,rdapserver.net,
LEMARIT GmbH,781.0,rdds.lemarit.net,
Buzinessware FZCO,739.0,rdapserver.net,
"AsiaRegister, Inc.",728.0,rdap.asiaregister.com,
First Alliance Group Ltd T/A Netclues Inc,632.0,rdapserver.net,
Hogan Lovells International LLP,616.0,rdap.anchovy.com,
PT Biznet GIO Nusantara,610.0,rdap.biznetgio.com,
Larsen Data ApS,591.0,rdap.larsendata.com,
TLD Registrar Pty Ltd,537.0,peoplebrowsr.rdap.tucows.com,Tucows
Ubilibet S.L.,508.0,rdap.ubilibet.com,
"Crisp Names, LLC",499.0,rdapserver.net,
"Small World Communications, Inc.",498.0,rdap.smallworldregistrar.com,
AB RIKTAD,495.0,rdap.k85.itc.se,
"Beijing Wangzun Technology Co., Ltd.",480.0,whois.namemax.cn,
"Universal Registration Services, Inc. dba NewDentity.com",413.0,EIG.rdap.tucows.com,Tucows
"Name105, Inc.",378.0,namerdap.systems,
Dot Holding Inc.,371.0,rdap.dotology.com,
AF Proxy Services Ltd,312.0,rdap.afproxy.africa,
Ghana Dot Com Ltd.,303.0,rdapserver.net,
Internet Domain Name System Beijing Engineering Research Center LLC (ZDNS),302.0,rdap.zdns.cn,
"Name117, Inc.",296.0,namerdap.systems,
"Sky Clear Co., Ltd.",277.0,rdap.rrpproxy.net,RRPProxy/CentralNic
"Dai Nippon Joho System Co., Ltd.",275.0,rdap.rrpproxy.net,RRPProxy/CentralNic
"Name109, Inc.",273.0,namerdap.systems,
"WingNames Co., Ltd.",269.0,rdap.rrpproxy.net,RRPProxy/CentralNic
"Domainducks, LLC",266.0,EIG.rdap.tucows.com,Tucows
Ednit Software Private Limited,266.0,rdapserver.net,
Dynadot2 LLC,261.0,rdap.dynadot.com,
Dynadot1 LLC,257.0,rdap.dynadot.com,
"Name113, Inc.",247.0,namerdap.systems,
LogicBoxes Naming Services Ltd,244.0,rdapserver.net,
"Name108, Inc.",242.0,namerdap.systems,
PE Overseas Limited,239.0,rdapserver.net,
Dynadot0 LLC,232.0,rdap.dynadot.com,
"Name111, Inc.",231.0,namerdap.systems,
Knipp Medien und Kommunikation GmbH,217.0,rdap.knipp.de,
GMO Brights Consulting Inc.,209.0,rdap.brightsconsulting.com,
"Name112, Inc.",207.0,namerdap.systems,
"Name110, Inc.",196.0,namerdap.systems,
"Xiamen Booksir Qiyoutong Technology Co., Ltd.",190.0,whois.micang.com,
Site Matrix LLC,189.0,profilebuilder.com,
"RegistrarSafe, LLC",176.0,rdap.registrarsafe.com,
"Name115, Inc.",172.0,namerdap.systems,
"Name120, Inc.",172.0,namerdap.systems,
Paimi Inc,170.0,register.paimi.com,
"Hostlane, LLC",168.0,EIG.rdap.tucows.com,Tucows
"PrivacyPost, LLC",166.0,EIG.rdap.tucows.com,Tucows
"Name104, Inc.",164.0,namerdap.systems,
"Name114, Inc.",159.0,namerdap.systems,
"Name116, Inc.",159.0,namerdap.systems,
"Name107, Inc.",150.0,namerdap.systems,
"Niuedomains, LLC",146.0,EIG.rdap.tucows.com,Tucows
"Name119, Inc.",146.0,namerdap.systems,
"Alldomains, LLC",139.0,EIG.rdap.tucows.com,Tucows
Minds and Machines Registrar UK Limited,138.0,rdapserver.net,
Aiming Limited,137.0,rdap.22.cn,
"Unitedkingdomdomains, LLC",134.0,EIG.rdap.tucows.com,Tucows
"Cocosislandsdomains, LLC",133.0,EIG.rdap.tucows.com,Tucows
"Name118, Inc.",133.0,namerdap.systems,
"Chinesedomains, LLC",131.0,EIG.rdap.tucows.com,Tucows
"Domainhostingweb, LLC",131.0,EIG.rdap.tucows.com,Tucows
"Domainnamelookup, LLC",129.0,EIG.rdap.tucows.com,Tucows
"Allaccessdomains, LLC",127.0,EIG.rdap.tucows.com,Tucows
"Tuvaludomains, LLC",127.0,EIG.rdap.tucows.com,Tucows
Zhong Yu Network Technology Company Limited,127.0,zhongyurdap.com,
"Discountdomainservices, LLC",126.0,EIG.rdap.tucows.com,Tucows
"Decentdomains, LLC",125.0,EIG.rdap.tucows.com,Tucows
"Domainnamebidder, LLC",125.0,EIG.rdap.tucows.com,Tucows
"Domainbusinessnames, LLC",123.0,EIG.rdap.tucows.com,Tucows
"Samoandomains, LLC",123.0,EIG.rdap.tucows.com,Tucows
"Domain Pro, LLC",122.0,EIG.rdap.tucows.com,Tucows
"Deutchdomains, LLC",121.0,EIG.rdap.tucows.com,Tucows
"Diggitydot, LLC",121.0,EIG.rdap.tucows.com,Tucows
"Bidfordomainnames, LLC",120.0,EIG.rdap.tucows.com,Tucows
"Austriadomains, LLC",118.0,EIG.rdap.tucows.com,Tucows
"Department-of-domains, LLC",118.0,EIG.rdap.tucows.com,Tucows
"24x7domains, LLC",117.0,EIG.rdap.tucows.com,Tucows
"123domainrenewals, LLC",116.0,EIG.rdap.tucows.com,Tucows
"1800-website, LLC",116.0,EIG.rdap.tucows.com,Tucows
"1st-for-domain-names, LLC",115.0,EIG.rdap.tucows.com,Tucows
"Xiamen Dianmei Network Technology Co., Ltd.",114.0,whois.xz.com,
